name,rating,reviews,type_and_location
Ambit Finvest,4.0,(552),NBFC | Mumbai +112 other locations
Sandoz,4.0,(551),Pharma | Hyderabad +20 other locations
The Times of India,3.6,(551),Media & Entertainment | New Delhi +53 other locations
Practo,3.0,(551),Internet | Bengaluru +24 other locations
Ambit Finvest,4.0,(552),NBFC | Mumbai +112 other locations
Artemis Hospitals,4.1,(551),Healthcare | Gurugram +20 other locations
FiveS Digital,3.4,(550),BPO | Jamshedpur +27 other locations
Unimoni,3.9,(550),FinTech | Chennai +134 other locations
Harman Finochem,3.6,(550),Pharma | Chhatrapati Sambhajinagar +15 other locations
Innominds Software,3.2,(549),IT Services & Consulting | Hyderabad +7 other locations
Navin Fluorine International,3.8,(549),Chemicals | Surat +17 other locations
General Motors,4.0,(549),Automobile | Pune +36 other locations
Kirloskar Pneumatic,4.1,(548),Industrial Machinery | Pune +21 other locations
Marelli,3.5,(548),Auto Components | Gurugram +18 other locations
Western Refrigeration,3.8,(547),Industrial Machinery | Vapi +40 other locations
Titan Engineering & Automation,3.7,(547),Engineering & Construction | Hosur +18 other locations
Carlsberg,4.0,(547),Beverage | Gurugram +66 other locations
Inox Wind,3.8,(547),Power | Noida +41 other locations
Bharat Fritz Werner,3.9,(547),Industrial Machinery | Bengaluru +18 other locations
Datamatics Business Solutions,3.4,(547),Management Consulting | Mumbai +13 other locations
SAEL Industries Limited,4.0,(546),Power | New Delhi +62 other locations
MR.DIY,3.4,(545),Retail | Mumbai +85 other locations
L & W Constructions,3.9,(544),Engineering & Construction | Bengaluru +19 other locations
Virtual Employee,3.3,(544),Recruitment | Noida +22 other locations
Enco Engineers Combine,3.7,(544),Auto Components | Gurugram +17 other locations
Propertypistol Realty,3.7,(544),Internet | Mumbai +25 other locations
Kellogg Brown and Root,4.1,(544),Engineering & Construction | Chennai +36 other locations
Offshore Infrastructures,4.2,(543),Engineering & Construction | Mumbai +51 other locations
BLK Super Speciality Hospital,3.9,(543),Healthcare | New Delhi +16 other locations
Anudip Foundation,3.7,(543),Non-Profit | Kolkata +62 other locations
GSPANN Technologies,4.1,(543),IT Services & Consulting | Hyderabad +9 other locations
LendingKart,3.6,(543),NBFC | Ahmedabad +46 other locations
Craftsman Automation,3.8,(542),Auto Components | Coimbatore +25 other locations
Gayatri Projects,3.9,(542),Engineering & Construction | Hyderabad +71 other locations
WPP Media,3.6,(542),Marketing & Advertising | Gurugram +27 other locations
Yokohama,3.7,(541),Auto Components | Bahadurgarh +44 other locations
Utility Powertech,3.8,(541),Power | New Delhi +92 other locations
Hi Tech Gears,3.9,(541),Auto Components | Bhiwadi +29 other locations
Roop Polymers,3.9,(540),Auto Components | Gurugram +25 other locations
Dhani Healthcare,3.5,(540),FinTech | Gurugram +81 other locations
Maini Precision Products,3.4,(540),Auto Components | Bengaluru +11 other locations
RAK Ceramics,3.8,(540),Building Material | Mumbai +61 other locations
